1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,4
1,50
1,684
6,4811
17,11827
19,1384
20,1877
26,5839
39,13457
55,16878
65,9594
71,6384
75,4139
78,3413
83,5290
89,5680
94,5857
100,6349
107,7088
114,7032
120,5690
124,5097
131,7010
139,8245
148,8925
157,9050
165,8653
172,7716
179,6786
185,6005
192,7769
199,7340
206,7009
212,6449
218,5845
223,4903
226,3655
229,3083
232,3497
236,3533
239,3388
242,3099
245,2759
247,2421
249,1806
250,1512
252,1751
253,1088
253,367
253,50
253,6
254,1
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
254,0
